"","YEAR","Seas","FltSvy","Gender","Part","Ageerr","Lgin_lo","Lgin_hi","Nsamp","F0","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","M0","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10"
"11","2005","BS_A","1","3","0","1","4.5","119.5","4395","0","0","0.00034934214386481","0.0144071532914972","0.0656964069584172","0.200960704987705","0.165299442219072","0.0374963788375692","0.00982008744717828","0.00461623353563862","0.00135425057905829","0","0","0.000155202582626609","0.0123235966211207","0.0761222274832905","0.266408099738439","0.121112062811574","0.0185682066352303","0.00408519067715108","0.00109081472499493","0.000134598725572899"
"12","2005","BS_B","2","3","0","1","4.5","119.5","7214","0","5.52685771083566e-06","0.000147368425468348","0.0274358261473775","0.105104910495391","0.184364098059674","0.102102073457812","0.0494685154952414","0.0204449684309643","0.00946757136576405","0.00145914126459653","0","0","0.000251964745047608","0.0283183527614068","0.126907937060188","0.214210921985003","0.0816540735859615","0.0341020214435169","0.0110307922132636","0.0033349653341805","0.000188970871431883"
"13","2006","BS_A","1","3","0","1","4.5","119.5","3895","0","0","3.09399805505652e-05","0.0111711242387699","0.0845860311038367","0.183743114289372","0.142505242436879","0.060028451774856","0.0109121776429517","0.00487291634058129","0.0021500021922023","0","0","7.57114165351311e-05","0.011370579043017","0.100574873935435","0.231718704554758","0.121423179007489","0.0283638928789349","0.00448812211087442","0.00158823046192228","0.000396706591034546"
"14","2006","BS_B","2","3","0","1","4.5","119.5","5167","0","1.14845443739681e-06","7.74648165559475e-05","0.0352006548885984","0.118670973870222","0.152182713245174","0.0889062662212263","0.0614703679439546","0.0287716148362396","0.0123459582293984","0.00237283749419338","0","0","0.000203944566350195","0.0373340447801252","0.148512251526737","0.181439772671447","0.0731713656867791","0.0402149532997009","0.0148367266586584","0.00384920505263946","0.000437735757562803"
"15","2007","BS_A","1","3","0","1","4.5","119.5","3130","0","0","0.00663440674178843","0.00749161621599884","0.0676126805843088","0.289853933748488","0.0471619652402539","0.0748675310630552","0.00479209612914812","0.000545450152785197","0.0010403201241737","0","0","0.00570291319794079","0.00653392035580591","0.0799402303780662","0.316631186987195","0.0434751075971861","0.0460082183563803","0.00114617257844651","0.000107769761221334","0.000454480787757868"
"16","2007","BS_B","2","3","0","1","4.5","119.5","3980","0","0","0.0142044145970948","0.0458786330867302","0.14049672635005","0.173102280197755","0.0360431347373953","0.07320464462342","0.00890875608232646","0.00668892384527975","0.00147248647994904","0","0","0.0172332735030668","0.044643374605481","0.171715617746847","0.173261343097366","0.0312009910743899","0.0553690505636777","0.00478014795033267","0.00131268291281229","0.000483518546026512"
"17","2008","BS_A","1","3","0","1","4.5","119.5","2861","0","2.17044902175692e-05","0.000644372690319791","0.0217743631399621","0.0646126548523785","0.105605296199545","0.262235862154159","0.00836757893310153","0.0254466393932399","0.00984833953224638","0.00144318861483008","0","0","0.00138520568156293","0.0242264100169832","0.0595698604116723","0.135650152690929","0.25681324530063","0.0059871917601525","0.0113005148716044","0.00432514836882525","0.000742270897639949"
"18","2008","BS_B","2","3","0","1","4.5","119.5","5544","0","0","0.0591493347911516","0.138879127626887","0.0855539125222367","0.133923020107887","0.0502191145715019","0.0064235156908819","0.0182084891674497","0.00454653271165547","0.00309695281034846","0","0","0.0509762718862811","0.142836131325126","0.0928892946485346","0.154591882084133","0.0387553943558905","0.00459162693628759","0.0124352091788749","0.00198926977644474","0.000934919808428163"
"19","2009","BS_A","1","3","0","1","4.5","119.5","2443","0","0","0","0.0274062279981017","0.062967406079389","0.115409729166414","0.12167605789207","0.155484741934966","0.00284336151758007","0.00905610571181716","0.00515636969966222","0","0","9.75162957787764e-05","0.0263131223682533","0.0559943498602019","0.145042170797987","0.139302462536512","0.126344674190125","0.00188951217905831","0.00385763005662594","0.00115856171545754"
"20","2009","BS_B","2","3","0","1","4.5","119.5","5019","0","0","0.000444755198161077","0.369722217717521","0.0538241470414739","0.0483245004700459","0.0157214623685939","0.00738316408987567","0.00224205512601195","0.000690118785071347","0.00164757920324504","0","0","0.000118522763870681","0.367957538362764","0.0596771817719437","0.051933306648626","0.0131810350550558","0.00462675255160068","0.00117780893613905","0.000301127181244966","0.0010267267287548"
"21","2010","BS_A","1","3","0","1","4.5","119.5","2659","0","0","0.000188985798062127","0.00730117317485465","0.222932375000609","0.119862522883395","0.0972840557887643","0.0232721354749354","0.0216693743512045","0.00598977477378279","0.00149960275439183","0","0","0.000232451768157512","0.0059324109224916","0.226253117582046","0.141781516101197","0.0929968400431566","0.0207053628994636","0.00932427200958049","0.00261256081161637","0.000161467862290932"
"22","2010","BS_B","2","3","0","1","4.5","119.5","3984","0","0","0.0111033096021986","0.110996383109641","0.298045845717866","0.0620667405473864","0.0094688255246054","0.00433038947362646","0.00274755072147794","0.000670201278624366","0.000570754024573837","0","0","0.0157870444994216","0.129765782368424","0.300261861392924","0.0463472823619571","0.00522579134450771","0.000969677033254936","0.00140317220791457","0.000106332701012503","0.000133056090583566"
"23","2011","BS_A","1","3","0","1","4.5","119.5","3184","0","0","6.36914922184711e-05","0.0457097890376077","0.0448387925540181","0.347773698967446","0.0398841330037362","0.0126354622082363","0.00430186546260056","0.00390726404483758","0.000885303229299032","0","0","0","0.0325058819692062","0.0438723498726342","0.386964939659802","0.0262226287581885","0.00772945563905879","0.00143544491867692","0.00110597814882749","0.00016332103360558"
"24","2011","BS_B","2","3","0","1","4.5","119.5","5532","0","0","0.00374655570162512","0.186290368979973","0.163345422032513","0.128695078235161","0.0081945033486972","0.00716851935646342","0.000442151538572626","0.00162995992856449","0.000487440878430906","0","0","0.0048716231013079","0.198639977574799","0.171898679721972","0.11347860180758","0.00440963792668582","0.00566313227193885","0.000202925208024918","0.00066060670672852","0.000174815680963351"
"25","2012","BS_A","1","3","0","1","4.5","119.5","3157","0","0","0.00943643833191764","0.00303331792424773","0.185973452304766","0.127764281890856","0.161480121907054","0.00742079587972415","0.00282816137619189","0.00101288276692421","0.0010505476183174","0","0","0.00736023308013355","0.00431869026799998","0.192266993446242","0.158829041412383","0.131510941010587","0.00354240634898894","0.00132603587461057","0.000419285393419963","0.000426373165634749"
"26","2012","BS_B","2","3","0","1","4.5","119.5","6175","0","0","0.0109365308652545","0.00735152723838174","0.335100405479864","0.0890304519574794","0.0501413584191073","0.00408530982993186","0.00226794303034076","0.000718217690059965","0.000368255489580366","0","0","0.0149877723039659","0.0185426797995522","0.349748621016149","0.0760177256413087","0.0372570459327631","0.0018036921968866","0.0012834699073754","0.000210086661198469","0.000148906540800335"
"27","2013","BS_A","1","3","0","1","4.5","119.5","4501","0","0","1.48744419724379e-05","0.0265730148519144","0.0174145969485344","0.397067988589949","0.0500604588419164","0.00737360928621011","0.000785979959979452","0.000109094664148452","0.000600382415375776","0","0","8.9973021645546e-05","0.0265423705362344","0.019647311661199","0.41853491077683","0.0319418261385239","0.00259677899455945","0.000398710959300131","3.38210049918594e-05","0.000214296906716005"
"28","2013","BS_B","2","3","0","1","4.5","119.5","6574","0","0","0.011293493071157","0.195033104079136","0.0386243157076182","0.225424739790979","0.0234636592787059","0.0047208142316626","0.000762949327653285","0.00054623338240909","0.000130691130678579","0","0","0.00902072230967095","0.204947351559116","0.0386087650756006","0.229803723878664","0.0150174841084352","0.00229406198427183","0.000253522693455689","5.16697460614927e-05","2.69864472417201e-06"
"29","2014","BS_A","1","3","0","1","4.5","119.5","4468","0","0","0.000365874516161103","0.0283974946399358","0.119462759788977","0.0531546570291901","0.288870120517026","0.00689390102601836","0.002299797842734","0.000333195874513831","0.000222198765444081","0","0","0.00018098617321582","0.0293358724440054","0.146805115335841","0.0606339433840677","0.259790356959304","0.00271230838713349","0.000490496491400097","3.25097750278406e-05","1.84110500049866e-05"
"30","2014","BS_B","2","3","0","1","4.5","119.5","7654","0","0","0.000602141255984793","0.175598443480676","0.198754591886402","0.0569696719161814","0.0632946799177692","0.00324551872316207","0.00114211228089977","0.000379723591696548","1.31169472281127e-05","0","0","0.000656625786156804","0.19037512699018","0.210350734766108","0.0510416611676894","0.0460422237438988","0.00113328346497305","0.000334141422901514","6.62026580928633e-05","0"
"31","2015","BS_A","1","3","0","1","4.5","119.5","4048","0","0","0.000274017341849224","0.0155132884749291","0.161400167923825","0.251877585361626","0.0337260924636202","0.0354023077264545","0.000886048185347714","0.000650504640151785","0.000269987882196346","0","0","0.0002815448636176","0.0140381802398757","0.173582281259951","0.273720180996104","0.0241383668033047","0.0139914445156437","7.21140694083583e-05","7.94701457549524e-05","9.64171063405932e-05"
"32","2015","BS_B","2","3","0","1","4.5","119.5","7137","0","0","0.000357153823972399","0.0336433056371818","0.289516487110556","0.155030465708848","0.0114234371274762","0.00841656903317786","0.00113129401611156","0.000464709365150693","1.65781775251931e-05","0","0","0.000765146550984481","0.0376218441198382","0.317579132256984","0.134641631765545","0.00662863683646941","0.00243474368293495","0.000228607859939335","0.000100256927304781","0"
"33","2016","BS_A","1","3","0","1","4.5","119.5","3819","0","0","0.000128925723304967","0.0260618328367994","0.0723985428505581","0.312640046181316","0.0773491144665083","0.00387617776568433","0.00714247686921571","0.000384442205653003","1.84411009606306e-05","0","0","0.000108376917648621","0.0262497726878314","0.0899731975156556","0.335481204163303","0.045466666869148","0.00120306484603431","0.00151771700037922","0","0"
"34","2016","BS_B","2","3","0","1","4.5","119.5","5670","0","0","3.00460748746532e-05","0.0564050646664951","0.124956739717011","0.26417193597252","0.0447282932923058","0.00625533198858885","0.00297223412854408","0.000375732951389845","0.000104621208270059","0","0","0.000178371654654123","0.0709079288430225","0.143738024836938","0.256311778126984","0.0261146872826797","0.00200597194510152","0.000688700807168806","3.14993579577579e-05","2.3037145493654e-05"
"35","2017","BS_A","1","3","0","1","4.5","119.5","3552","0","0","0.000144030551007802","0.00731284945480143","0.165246825110966","0.192859872962178","0.130404498768071","0.00308045202838289","2.229167358618e-05","0.000903892697355497","2.52867536505188e-05","0","2.24024742377052e-05","0.000522607617295833","0.00791302647393082","0.202302350559337","0.200214558599042","0.0885087168086775","0.000371673812150082","4.31520655390813e-06","0.000140348448774829","0"
"36","2017","BS_B","2","3","0","1","4.5","119.5","4754","0","0","0.000482859892343996","0.0141658775299982","0.267267848492172","0.169376735402585","0.0336829552185679","0.0137616232149966","0.000510641241819806","0.000702238583056915","4.92204244590872e-05","0","0","5.24801345848357e-06","0.0230565347446922","0.309686867130397","0.142481149680591","0.0186306835582346","0.00587074993629607","6.02996761859622e-05","0.000203682624128571","4.78463601610458e-06"
"37","2018","BS_A","1","3","0","1","4.5","119.5","2786","0","0","0","0.0170670095645686","0.0443180287696657","0.351819656762526","0.0760293671408045","0.0104628701517631","0.000271914709818333","0","3.11529008542903e-05","0","0","1.08534416813001e-05","0.0299337447344473","0.0713572291735688","0.355951890880595","0.0407481902496435","0.00188377943031475","0.000114312089748849","0","0"
"38","2018","BS_B","2","3","0","1","4.5","119.5","3588","0","0","0.000630616235841822","0.0340960565686496","0.141674541978393","0.281021715410843","0.034504435237861","0.00421860682060412","0.00323019563224376","0.000615837866608979","7.99424895455087e-06","0","0","0.000708345810861866","0.0446216882260854","0.192335565019833","0.246336451641305","0.0140162432037427","0.00127383870764643","0.000591434511443676","0.00011643287908219","0"
"39","2019","BS_A","1","3","0","1","4.5","119.5","2015","0","0","0.000126553631840656","0.0150557198437735","0.0890980651769097","0.283557409664286","0.0924761154296364","0.0169084226943536","0.00233168233239886","0.000382704238682811","6.33269881186588e-05","0","2.07807726126602e-05","0.000244301508599925","0.0190902999687629","0.139959184385184","0.292991575209922","0.0429905695426064","0.00407978230885065","0.000593381907290728","1.17268607167399e-05","1.83975354538619e-05"
"40","2019","BS_B","2","3","0","1","4.5","119.5","2576","0","0","0.00855398731399543","0.0284536957364864","0.150170191146691","0.23209221208131","0.0634563929217676","0.013280510582144","0.00332501642568009","0.000641419956603893","2.65738353213523e-05","0","0","0.00417790079182726","0.0479609837772933","0.197732788073517","0.216571336751048","0.0291966258308176","0.0035061978119163","0.000850745111704557","3.42185187587017e-06","0"
"41","2020","BS_A","1","3","0","1","4.5","119.5","1670","0","0","0.0081411756369295","0.042743437674779","0.0318889819056968","0.155488295521056","0.0496741524763978","0.1189040121781","0.0891837143898512","0.00204259916507712","0.00193363105211308","0","0","0.0024414684697123","0.0490829354861817","0.0419032085505531","0.194339262178411","0.0516124300292506","0.118991861731759","0.0407822750295317","0.0003622419963002","0.000484316528300824"
"42","2020","BS_B","2","3","0","1","4.5","119.5","1832","0","0","0","0.0558609561896975","0.0649317211419513","0.198582693334612","0.0757596514806884","0.0888387984314972","0.0106532392804143","0.00470325656955609","0.000669683571583787","0","0","0.00420326031169738","0.0764994369696702","0.0745822690585084","0.228481176369868","0.0619417818139503","0.0493908501678798","0.0034303140733174","0.00104781405031551","0.000423097184793418"
"43","2021","BS_A","1","3","0","1","4.5","119.5","1081","0","0","2.16045731567177e-05","0.0272873331175761","0.0443257486685737","0.13721390184374","0.144090063601013","0.0465324147640698","0.0939248189496307","0.00656417399427867","3.99404879616287e-05","0","0","0","0.0192295956004881","0.0709434311331417","0.203032587810575","0.115468151066088","0.0415498611319266","0.0482633327822821","0.00151304047549857","0"
"44","2021","BS_B","2","3","0","1","4.5","119.5","1807","0","0","0.00250922560920735","0.100565040447052","0.108626125644941","0.148185099424759","0.0692460880614253","0.0497192175735019","0.0131043502416854","0.00716429541030696","0.000880557587120893","0","0","0.00252922375095715","0.114286728115533","0.126926861298313","0.158842355215191","0.0661228500633401","0.0242639257913353","0.00399550223918401","0.00280963996659515","0.00022291355955105"
"45","2022","BS_A","1","3","0","1","4.5","119.5","1396","0","0","0.00267200299391124","0.038650391583341","0.206055970996033","0.0720512298324426","0.100957773652202","0.0549203182607515","0.00595911774835485","0.0184836560729118","0.000249538860052227","0","0","0.00312034431068509","0.0368786271317188","0.217851778886289","0.096655600624071","0.105817165102704","0.034260413890768","0.00150733998250932","0.00389014887630293","1.8581194952247e-05"
"46","2022","BS_B","2","3","0","1","4.5","119.5","2461","0","9.88134407806537e-06","0.00684298316555501","0.0443235987437936","0.2881656509877","0.058431146908419","0.0488757040420865","0.0375896620345391","0.00833786763582263","0.00674349564383521","0.000680009494170965","0","0","0.00392043042897763","0.057066428994742","0.296809302987927","0.0793473594789585","0.0455094725843979","0.0140535745870933","0.00170296546969709","0.00152296906843014","6.74963997768645e-05"
"47","2023","BS_A","1","3","0","1","4.5","119.5","1484","0","0","0.00256383034130049","0.0387433546659579","0.115977042870257","0.230622007709298","0.0393871999605131","0.012315438045529","0.0287477533392677","0.0309679013099317","0.0006754717579456","0","0","0.000989349473241178","0.0412208980812238","0.152945394518115","0.236031754833997","0.0343548879430848","0.00585761925140122","0.0160818048511509","0.0122578455269034","0.000260445520882683"
"48","2023","BS_B","2","3","0","1","4.5","119.5","2302","0","0","0.00649649836495445","0.109016112893648","0.174368026908183","0.159075795071351","0.0230856498469516","0.0187513641521212","0.00815905703692817","0.00103092580620257","1.65699196598146e-05","0","0","0.00431250418063005","0.112366761977566","0.194774714783042","0.148576696079774","0.0259834034118724","0.0114087737971774","0.00254232027303883","2.4001272798054e-05","1.08242241010395e-05"
"49","2024","BS_A","1","3","0","1","4.5","119.5","1923","0","0","0.00221814167245967","0.0571288548501819","0.16789472211473","0.164705741996388","0.0763074795867829","0.0158349090302288","0.0152996442168878","0.000581542990056823","2.89635422840998e-05","0","0","0.00270590746446672","0.055360435098715","0.212325399879755","0.164160707377171","0.0574610522017059","0.00511582721166687","0.0027888184770761","6.54177421069494e-05","1.64345473370136e-05"
"50","2024","BS_B","2","3","0","1","4.5","119.5","2590","0","1.50912307269074e-05","0.00551263569117623","0.13210877675195","0.19022378774214","0.123920156817957","0.0303518162374331","0.0115942471370411","0.00572564333248908","0.000462371629078705","8.54734300079538e-05","0","0","0.00483383616478843","0.144146813538763","0.21790932270574","0.108571915948207","0.0201180806778173","0.00374067479131201","0.000646372549756872","3.29836236153812e-05","0"
"51","2025","BS_A","1","3","0","1","4.5","119.5","1955","0","0","0.000694371375611117","0.0197776965745987","0.0899664319091342","0.193639709952888","0.123657427057611","0.0390401487061936","0.0201130927584631","0.0115622938819405","0.00154882778355985","0","0","0.000314053727619208","0.018352193459789","0.115064403012711","0.229668779229312","0.104943394749388","0.0214608785908768","0.00724976430002534","0.00283162140729232","0.000114911522985754"
"52","2025","BS_B","2","3","0","1","4.5","119.5","2618","0","0","0","0.0277111036844967","0.19995270051739","0.192030261842925","0.0469528080672092","0.021762320521985","0.00768031387517279","0.00323890150749404","0.0006715899833276","0","0","2.35822159491972e-05","0.0318927650277918","0.238276693977566","0.178992668480684","0.0354579496131921","0.0114859386386784","0.00309049655856295","0.000678893955053504","0.000101011532521922"
"53","2000","CGOA_A","1","3","0","1","4.5","119.5","1437","0","0","0.00704518105174132","0.0484477906501441","0.213562320464623","0.184468051306781","0.0402974364258298","0.00572425492773231","0.00039797949699581","5.69856761523087e-05","0","0","0","0.00942066761976614","0.055864893645795","0.256629179159072","0.15334047104901","0.0241335831543455","0.000611205372011564","0","0","0"
"54","2000","CGOA_B","2","3","0","1","4.5","119.5","209","0","0","0.0369604202064454","0.0746452786410519","0.24912261969176","0.11750884779943","0.0208477206542859","0.000875174107245565","3.99388997815958e-05","0","0","0","0","0.0228661757413948","0.118180878941243","0.248848880224928","0.101082643850289","0.0083652613021427","0.000609141775109649","4.70181648926649e-05","0","0"
"55","2001","CGOA_A","1","3","0","1","4.5","119.5","844","0","0","0.00361000713291357","0.0513965247000027","0.150986583278611","0.207431843894931","0.081362584733313","0.00484710229121295","0.000330141548409602","0","3.52124206055632e-05","0","0","0.00502678199048912","0.0560335560177554","0.195973486645378","0.206574388563047","0.0347676459776289","0.0015207521914891","0.000103388614213213","0","0"
"56","2001","CGOA_B","2","3","0","1","4.5","119.5","417","0","9.19169184315648e-05","0.0360273040550544","0.0763253309908673","0.183773787280141","0.158895041108573","0.0413756353533307","0.00329555711795181","0.000215427175650416","0","0","0","9.20779990607068e-05","0.034162978017115","0.0710943399160795","0.216994786590013","0.151216449914423","0.0253142546805403","0.00112511288276849","0","0","0"
"57","2002","CGOA_A","1","3","0","1","4.5","119.5","594","0","0","0.0116245457460577","0.0760027868368242","0.163878090620409","0.177627204917342","0.0633272798888366","0.00663477116119188","0.000905320829337788","0","0","0","0","0.0138507993313348","0.0862607037916509","0.206253178481053","0.161952971543527","0.0305406208958773","0.000953030969471442","0.0001886949870862","0","0"
"58","2002","CGOA_B","2","3","0","1","4.5","119.5","249","0","0","0.0277245379295625","0.153108707519738","0.15931858209644","0.116172067607759","0.0424203046769688","0.0012074830599699","4.83171095613499e-05","0","0","0","0","0.0387593666397826","0.148575740936033","0.197254998012714","0.099593063554433","0.0158117696116505","5.06124538619483e-06","0","0","0"
"59","2003","CGOA_A","1","3","0","1","4.5","119.5","546","0","0","0.00586069502176002","0.0510047023027408","0.233233784893237","0.139706662511604","0.0630684696099451","0.00669155111954624","0.000413297294187751","0","2.08372469797846e-05","0","0","0.00289513922813438","0.0553739604764348","0.254140981686712","0.150305046453023","0.0362243890274872","0.000967638849030503","7.79391362000472e-05","1.49051429775945e-05","0"
"60","2003","CGOA_B","2","3","0","1","4.5","119.5","225","0","0","0.0118391081118174","0.116302900271031","0.235396940969211","0.107322989526904","0.0270948507282535","0.00202564758513731","1.75628076449537e-05","0","0","0","0.00067740253717796","0.0160768561728269","0.13629510058092","0.217798506219039","0.112613188643494","0.015464837906071","0.00107410794047127","0","0","0"
"61","2004","CGOA_A","1","3","0","1","4.5","119.5","691","0","4.43791429158022e-05","0.0189452233446741","0.0972450361221845","0.217773687448336","0.125862740721473","0.0363886236343375","0.00360461031711488","0.000135699268964685","0","0","0","5.27214395870916e-05","0.0143503627430239","0.0907206821287171","0.272741540562233","0.107627432320851","0.0143717487478173","0.000135512057770804","0","0","0"
"62","2004","CGOA_B","2","3","0","1","4.5","119.5","386","0","0","0.00726028831819082","0.123992761113462","0.209322263068046","0.137687185654866","0.0202858018178579","0.00138555954174065","6.61404858373907e-05","0","0","0","0","0.00363198581491834","0.151252722826642","0.244761081721587","0.0914916441005167","0.0087942494359963","6.83161003397147e-05","0","0","0"
"63","2005","CGOA_A","1","3","0","1","4.5","119.5","784","0","3.30738894395015e-05","0.000669194282201889","0.016544726587051","0.132515647158153","0.240378793117713","0.089095525606617","0.0172874281171035","0.00344939965989616","0","2.6211581825302e-05","0","0","0.00148219696112233","0.0147953898959641","0.145839704845692","0.265356921909532","0.0648854252605249","0.00720984584868133","0.000343147009948719","0","8.73682685349433e-05"
"64","2005","CGOA_B","2","3","0","1","4.5","119.5","560","0","0","0.000515642650618215","0.0349759409440186","0.111418190735935","0.254544011876447","0.0851179901570929","0.0110635015109804","0.00222647694159392","0.000138245183314608","0","0","0","0.000746572692679564","0.0369266954034201","0.160067353193897","0.259471862876944","0.0400595482778026","0.0022530764076431","0.000471910440084809","2.98070752919525e-06","0"
"65","2006","CGOA_A","1","3","0","1","4.5","119.5","704","0","0","0.00424210327188916","0.0542652846041023","0.191612791166207","0.195283594159318","0.0460264666770962","0.00645852239896624","0.00211123772242106","0","0","0","0","0.00475199086618153","0.0559594249942003","0.254271155524107","0.165014946322135","0.0186325713638229","0.00134728828999104","2.26226395622204e-05","0","0"
"66","2006","CGOA_B","2","3","0","1","4.5","119.5","347","0","0","0.0120402267521446","0.159047384574659","0.204618087106222","0.105998839073728","0.0161429226683997","0.00151491688985392","0.000634991127849057","2.63180714420073e-06","0","0","0","0.00883946300678058","0.207255363228557","0.216824296174726","0.06303923232024","0.0034352530910153","0.000300729854850691","0.000305662323830625","0","0"
"67","2007","CGOA_A","1","3","0","1","4.5","119.5","593","0","0.00648196025648046","0.0224614250899729","0.125363478588398","0.178037620054569","0.132566864643308","0.0301794414160654","0.00334090194032954","0.00156830801087752","0","0","0","0.00414012810501964","0.0285793999438927","0.142708242128549","0.225688086730155","0.0910060021292343","0.00749374955388556","0.000384391409264169","0","0","0"
"68","2007","CGOA_B","2","3","0","1","4.5","119.5","554","0","0.00828679605161026","0.0549767283935843","0.192107780731168","0.137136886354855","0.0921334744378953","0.0144517983125699","0.000717285255828034","0.000142933440684758","2.26813600091468e-05","2.36356617957635e-05","0","0.00821226854832676","0.0684608018920747","0.167424729765002","0.172221649323022","0.0784133967770183","0.00519569966565143","4.68316590918831e-05","1.59362063344861e-06","2.30287491797503e-05","0"
"69","2008","CGOA_A","1","3","0","1","4.5","119.5","704","0","0.000358516873667247","0.053390202037974","0.0988590952005246","0.183476373889819","0.124913892150627","0.0352200328423185","0.0033301089527141","0.000433097383653484","5.98546121098882e-07","1.80821225805999e-05","0","0","0.0766113492964519","0.108113361237783","0.209088903648736","0.0936501131435497","0.0117667984911461","0.000759558446690957","1.33591453113159e-06","6.67957265565796e-07","7.91186384591341e-06"
"70","2008","CGOA_B","2","3","0","1","4.5","119.5","597","0","0.00129639553130744","0.114548271973073","0.184451373195385","0.12652574018387","0.0652636647860269","0.00764568494324334","0.000254744100143339","1.37585559185778e-05","3.66731031994632e-07","0","0","0.00220814293842915","0.0997696691342615","0.232909100312117","0.120779766553713","0.0407849420514949","0.00352454526951345","2.33341340458046e-05","4.99606425369257e-07","0","0"
"71","2009","CGOA_A","1","3","0","1","4.5","119.5","469","0","0","0.0157707505922686","0.234135550316466","0.159736511574808","0.0769337029155661","0.0132851399720037","0.000104688648111779","3.36559807760203e-05","0","0","0","0","0.00785613797372218","0.245919645586088","0.183777767571243","0.0557421059529815","0.00670434291596611","0","0","0","0"
