"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
"1",1977,1,1,3,0,95,0,0,0,0,0.00424628450106157,0.0290162774239207,0.0665251238499646,0.0304317055909413,0.0166312809624912,0.062278839348903,0.0707714083510262,0.0771408351026185,0.0732484076433121,0.0343241330502477,0.0258315640481246,0.0113234253361642,0.00495399858457183,0.000707714083510262,0.000707714083510262,0.000707714083510262,0,0,0,0,0,0,0,0,0.0092002830856334,0.0396319886765747,0.0608634111818825,0.0353857041755131,0.0130927105449398,0.075725406935598,0.0750176928520878,0.0750176928520878,0.0555555555555556,0.0272469922151451,0.0166312809624912,0.00707714083510262,0.000707714083510262,0,0,0,0,0,0,0
"2",1978,1,1,3,0,149,0,0,4.27642832706124e-05,4.27642832706124e-05,4.27642832706124e-05,0.000128292849811837,0.00106910708176531,0.0093226137529935,0.0417379404721177,0.0847160451590831,0.134279849469723,0.118286007526514,0.0555935682517961,0.0326719124187479,0.0215531987683886,0.0117174136161478,0.00667122819021553,0.00179609989736572,0.0010263427984947,8.55285665412248e-05,0,0,0,0,0,0,4.27642832706124e-05,4.27642832706124e-05,4.27642832706124e-05,0.000299349982894287,0.00158227848101266,0.0109476565172768,0.0461854259322614,0.090360930550804,0.132483749572357,0.101522408484434,0.0478104686965447,0.0289941840574752,0.0130858706808074,0.00436195689360246,0.00128292849811837,0.00017105713308245,0,0,0,0,0,0
"3",1979,1,1,3,0,187,0,0,0,5.77333872178281e-05,0.00028866693608914,0.00230933548871312,0.0225160210149529,0.0479475780844062,0.0351884995092662,0.0427227065411928,0.0766410715316668,0.11136770394319,0.0991282258530108,0.0512672478494313,0.0207551527048092,0.00883320824432769,0.00386813694359448,0.00207840193984181,0.000519600484960453,0.000404133710524797,5.77333872178281e-05,0,0,0,0,0,0,5.77333872178281e-05,0.00028866693608914,0.00357947000750534,0.029559494255528,0.0529126493851394,0.0397494370994746,0.0523641822065701,0.0839732117083309,0.0981467582703077,0.0677789965937302,0.0301945615149241,0.0107672767161249,0.00346400323306968,0.000981467582703077,0.000230933548871312,0,0,0,0,0,0
"4",1980,1,1,3,0,210,0,0,0,0,0.000363032880406597,0.00689762472772534,0.0291463541126439,0.0719323721605643,0.0865055492168862,0.0685094907167306,0.0636863395913287,0.0503319157763717,0.0314801369152578,0.0330878539570584,0.0246862358676486,0.0106835390519656,0.00388963800435639,0.00207447360232341,0.000829789440929364,0.000311171040348512,5.18618400580853e-05,5.18618400580853e-05,0,0,0,0,0,0,0.000103723680116171,0.00876465096981641,0.0390519655637382,0.0977077066694326,0.103619956436054,0.0815786744113681,0.0595373923866819,0.0411005082460326,0.0302354527538637,0.0278498081111918,0.0160771704180064,0.00601597344673789,0.00264495384296235,0.00108909864121979,0.000103723680116171,0,0,0,0,0
"5",1981,1,1,3,0,220,0,0,8.1696009149953e-05,0.000245088027449859,0.000694416077774601,0.00919080102936972,0.033005187696581,0.0257342428822352,0.0576365344552919,0.083534169355827,0.0905191781381479,0.0783873207793799,0.0577182304644418,0.0332502757240309,0.0136432335280422,0.00633144070912136,0.00351292839344798,0.000857808096074507,0.000245088027449859,4.08480045749765e-05,0,4.08480045749765e-05,0,0,0,0,4.08480045749765e-05,0.000367632041174789,0.0012254401372493,0.0102936971528941,0.032964339692006,0.0358645480168294,0.0755279604591316,0.107757036068788,0.0998733711858176,0.0686246476859605,0.0408071565704015,0.0194436501776888,0.00694416077774601,0.0033086883705731,0.00163392018299906,0.000326784036599812,0.000285936032024836,4.08480045749765e-05,0,0,0,0
"6",1982,1,1,3,0,196,0,0,0,0,0.000188068908448055,0.000601820507033777,0.00684570826750922,0.00887685247874821,0.0239975927179719,0.0386669675769202,0.0561197622808997,0.0804182652523885,0.102159031068984,0.0996012939140901,0.0588279545625517,0.0273828330700369,0.00872639735198977,0.0071466185210261,0.00255773715489355,0.000677048070412999,0.000376137816896111,7.52275633792221e-05,0,0,0,0,0,7.52275633792221e-05,3.76137816896111e-05,0.00180546152110133,0.00962912811254044,0.0111336793801249,0.0286617016474836,0.0478447303091853,0.0638682013089596,0.0876401113367938,0.0962160535620251,0.0715414127736403,0.0361092304220266,0.0130143684646054,0.0064695704506131,0.00165500639434289,0.000977958323929888,7.52275633792221e-05,0,0,0,0
"7",1983,1,1,3,0,753,0,0,0,3.58352296142338e-05,0.000268764222106753,0.00114672734765548,0.00166633817706187,0.00688036408593288,0.0201035638135851,0.0302270161796062,0.0556162763612908,0.0749404239307663,0.0923832219454946,0.0918904875382989,0.0745910304420276,0.0471591621723316,0.0229435057605132,0.00888713694432997,0.00335955277633441,0.00132590349572665,0.00028668183691387,0.000107505688842701,0,0,0,0,0,5.37528444213506e-05,0.000412105140563688,0.00107505688842701,0.00168425579186899,0.00793750335955277,0.0210352797835552,0.0344018204296644,0.0653992940459766,0.085619322355808,0.0910394008349609,0.0751196000788375,0.0468008098761893,0.0227016179606171,0.00873483721846948,0.00309974736163122,0.000797333858916701,0.000232928992492519,3.58352296142338e-05,0,0,0
"8",1984,1,1,3,0,1239,0,6.79768063136858e-06,3.39884031568429e-05,0.00159065726774025,0.00600235199749845,0.010798115682929,0.00887777090456736,0.0100333766119,0.0147339727684914,0.0192578292286672,0.0391478427560516,0.0652203468176658,0.0828059466110163,0.0882610853176896,0.0743530307459095,0.0514686389004072,0.0292164313536221,0.0115560570733266,0.00346001944136661,0.000924484565866126,0.000152947814205793,4.07860837882115e-05,6.79768063136858e-06,0,0,6.79768063136858e-06,0.000115560570733266,0.00159065726774025,0.00638302211285509,0.0111379997144974,0.00942158535507685,0.0100333766119,0.0161206996172906,0.021929317716795,0.0453745182143853,0.0774561719541293,0.0952524998470522,0.083380350624367,0.0563867608372024,0.030606557042737,0.0122902065815144,0.00356198465083713,0.000781733272607386,0.000176739696415583,3.73872434725272e-05,6.79768063136858e-06,0,0
"9",1985,1,1,3,0,1649,0,0,4.92525919176497e-06,0,9.85051838352993e-06,0.000231487182012953,0.00159085871894008,0.00923978624375108,0.0236683330460265,0.0433939961090452,0.0421355923855493,0.0385450784347526,0.0670598665254759,0.0951757086216662,0.0832787450439579,0.0550742482823159,0.0319747826729382,0.0154874775285049,0.00574777747678972,0.00148250301672126,0.000285665033122368,5.91031103011796e-05,1.47757775752949e-05,0,0,0,4.92525919176497e-06,1.97010367670599e-05,4.92525919176497e-06,0.000349693402615313,0.00180264486418598,0.0102937917107888,0.0253330706528431,0.0492402787696703,0.0452237298987859,0.0465387741029872,0.0831457630457803,0.0995936661166794,0.0681040214741301,0.0345408427118477,0.0147462260201443,0.00509518063388086,0.00120176324279065,0.000241337700396483,4.43273327258847e-05,1.47757775752949e-05,0,0
"10",1986,1,1,3,0,587,0,5.06651860417436e-06,4.57997152686458e-05,0.000125643039310624,0.00431968041039041,0.0108522345406156,0.0217833445186076,0.0368187805987797,0.0438308383209044,0.0724479437442365,0.08269224760843,0.0494628698529663,0.0295215933281035,0.0250459955043457,0.0243127336699551,0.0237515056081506,0.0155591517068862,0.0170281224977174,0.00363123315743805,0.00178684975361094,0.000640120970952596,3.68308813345599e-05,0.000531823281714119,3.08435118785687e-06,0,1.51995558125231e-05,5.06651860417436e-05,0.000195209528912696,0.0109868886359882,0.0152343994343648,0.0315542776670428,0.0310067439494172,0.0669441083582916,0.0729888862769278,0.0907544764506233,0.0520684739112694,0.0478506138594885,0.0411514625432289,0.033869939479595,0.0191867656780068,0.0165580079926671,0.00318085724806506,0.00135471784602111,7.65405504898542e-05,0.000730183173445332,5.00474360165372e-06,0,3.08435118785687e-06
