"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
"1",1991,1,1,0,0,NA,0.00343123917041902,0.00399442316913972,0.00966127869564493,0.033617329153081,0.0334528414264711,0.0364533628658826,0.0584057350215186,0.0794753447736665,0,6.3017527337114e-06,1.36484184800553e-05,3.93532577130925e-05,0.000736667425853161,0.00564025351747458,0.00188306294496677,0.00043419153586509,0.000107982010540435,1.69114434807722e-06,1.44096882015898e-06,0.0450256078288344,0.0240766378385038,0.084435256152159,0.0657373431848426,0.0133690077430417,0,4.86038729452666e-06,1.48544819061948e-05,4.26989111494069e-05,0.000736086966681841,0.00325357773207225,0.00367249911442271,0.0071435791899774,0.0267539805267888,0.0357070900698726,0.0400320818314611,0.0443506264704297,0.0650520093762566,0.0772496584671324,0.0690743689801468,0.0536500197951546,0.0325902966283623,0.0220868853719761,0.0115180995925657,0.00451543667320343,0.00220704317649925,0.00032084269073004,2.1698776639434e-05,1.70478927651012e-06
"2",1992,1,1,0,0,NA,0,1.74813299877189e-05,3.17183367323534e-05,9.14372776007893e-05,0.000668801544038833,0.00335776673171592,0.0236367606708492,0.0357692703709987,0.0456993548566474,0.0524348012994989,0.0484351949852233,0.0571093115926333,0.0672193579530148,0.0580512831376219,0.0440585615054757,0.0294820230397622,0.0045271533421887,0.00189916825602982,0.000513190558981801,4.36254371241108e-05,4.56867746886418e-06,9.7005082675515e-07,0.0177813888815405,0.00916681016403808,0.0233335444681847,0.0335252616549125,0,1.00134448362576e-05,2.18557884127657e-05,9.69386308783926e-05,0.000681979427115014,0.00370909312923134,0.0423104511321616,0.0472199260063128,0.043645440954716,0.0471382055386394,0.0582732900276405,0.0550284907216777,0.0485033214458257,0.0377866791282389,0.0261171465377091,0.0160275746648876,0.0097855367743863,0.00476851674275161,0.00166013092740657,0.000339432526491879,1.6195661846207e-05,9.74665737429227e-07
"3",1993,1,1,0,0,NA,1.10651979547264e-06,0,0.000511450655543937,0.000610096034413472,0.00105841322937576,0.0050544774404574,0.0209770992255608,0.0381923809670969,0.0751421995313049,0.0882174880737957,0.0771396090667546,0.0599362011113469,0.0437359413346017,0.0325383300623263,0.0205802452682962,0.0179694200898559,0.008630061307946,0.00556415919983904,0.00187408704338821,0.00209267647135895,0.000130468018756714,3.01835708882062e-05,1.22167358565818e-05,1.68904144069595e-06,0.0068696583486715,0.0694206411782809,0.0785559034685213,0.0249939224741537,0.0471519067422677,0,0,0.000523353095388765,5.26573281461545e-05,0.00213175694140057,0.00447375485381385,0.00775838099547689,0.000405448252429304,0.00130894971490899,2.01263111736152e-05,1.72834868162992e-06,0.0774987478828659,0.0452120295505388,0.0359011677214624,0.0367655112291283,0.019715908060968,0.0237882391989617,0.0102902156045315,0.00715999269822818
"4",1994,1,1,0,0,NA,0,1.71908358364821e-07,5.9291547529414e-06,6.13227024324751e-05,0.00205377270569315,0.00652181898988112,0.00711366099301221,0.0223591977567732,0.00189396586014909,0.00086074520990855,0.000218101081775088,0.0631424500983831,0.059646980676546,0.0769592744805058,0.0863831667968736,0.075500711736874,0.0448066882010687,0.02434531770662,0.0157979163109737,0.0078748449288023,0.00434950158199261,2.50071719550303e-05,1.06325783645894e-05,6.88213683045798e-05,0,1.78069029057512e-07,1.88024400891778e-06,3.69521318635338e-05,0.00155952785539214,0.00643287146899268,0.00770147917173503,0.015084688443435,0.0498501183755335,0.0561141930582375,0.0703914444470136,0.0806133314328105,0.0785433674252688,0.0540284389267468,0.0309893768718647,0.0191783709029685,0.0124043240712886,0.00897472336931404,0.0044363072839958,0.00248358528886888,0.000898119803883493,0.000195045076458771,5.55227190591698e-05,2.61535622309029e-05
"5",1995,1,1,0,0,NA,0,0,2.64413108511359e-05,6.48685532829491e-05,0.00112488968310043,0.0043796821853746,0.00963793317973136,0.0488198505904166,0.0549044118488568,0.0543842902995346,0.0727445994156173,0.0843620463297699,0.0734425274796719,0.0468297293422459,0.0247648356900265,0.0121348509200817,0.00635016707248283,0.00361324414694392,0.00158235702787024,0.000624925067716316,0.000154542938194346,2.92695613207997e-05,1.70079284432849e-05,7.52942846665734e-06,2.38188757318256e-05,0,0,0.0105850982285244,0.0518282418232678,0.0565759270658487,0.0468569127341317,0.0637620518820917,0.0717201566743033,0.0729414423716404,0.0540082885051367,0.0302497943977695,0.0159796447176542,8.63425594891382e-05,0.00130599440746386,0.00339687255816176,0.00317392926629621,0.00141437437535497,0.0094685372114348,0.00596375568995282,2.59917714636575e-05,1.51083597709278e-05,0.000504073307096459,0.000113643217415029
"6",1996,1,1,0,0,NA,4.90611203071364e-07,4.1417549577237e-06,0.0803197925698441,0.0811780388774544,0.0746678110517248,0.0595236403280476,0.0385483153029678,0.0211975471038563,0.0120872670818561,0.00650281531553522,0.00328863311606465,0.00150770823468453,0.000399470847188046,0.000135812986365482,1.65285917106664e-05,1.27933413528483e-05,0.00288140576554592,0.00975127158104117,0.0353231928795363,0.0697153690802842,2.30262387017835e-05,5.03332672878818e-05,0.000463190350164931,0.00240140372262458,0.0472289663559517,0.03025427187549,0.0186946337506484,0.0107083031403353,0.00647820957116861,0.00284881656634404,0.000951432611037799,0.000182657506864506,4.59342125450499e-05,1.88459068356649e-05,4.84423791197743e-07,4.08952063522431e-06,1.35594025566562e-05,2.20229027218499e-05,0.000448317218401439,0.0617892879040578,0.0737535122957773,0.0713873156648077,0.0706396482175617,0.0615270366736592,0.00179533861378379,0.00267238016863189,0.00826081336841267,0.0302741221279806
"7",1997,1,1,0,0,NA,0.0212872239173949,0.00976856681321391,0.00476578981121615,0.00196016050391437,0.07096767571581,0.102181302559653,0.0935124717857986,0.0652639635846681,0.0395388817863767,1.74010387120648e-06,6.04599322663538e-06,0.000478430801678487,0.00130210917149953,0.000612993129132637,0.00468300429641733,0.00668815682483912,0.0088049394874646,0.0254211580620808,0.0415280094040187,0.000939517537390291,0.000200524105006444,8.24617665827049e-05,3.22570877203457e-06,1.64712997358734e-06,4.64189119538178e-05,3.45521792060244e-06,0.000495214783920354,0.000443259976072507,0.0019665508971503,0.003995061091744,0.00710548137812055,0.00877777432419453,0.0472351392152072,0.0221241422604766,0.0148245912664061,0.00743174330948564,0.00352384637559024,0.00159998633377034,0.000648031258287646,0.000198241006895219,7.34586379986423e-05,3.62994564794706e-06,0.0380264248181682,0.0606097215384915,0.0896744527236836,0.0930653651337031,0.0732939063636328,0.0248341032314786
"8",1998,1,1,0,0,NA,0.0204284108461553,0.0103395409279125,0.00523203233306736,0.00108399639871596,0.000189423347783764,0.000224170280306606,0.00259612619949459,0.0641175787400877,0.0879272682909115,0.0978133556649237,0.0775063157619687,0.0428568795827674,0.00362698217826701,6.7557410886783e-06,1.18216797673592e-05,9.49924778311766e-08,7.38327816193621e-07,1.01739615907734e-05,2.46356447912083e-05,0.00108985528506089,0.00313629976315101,0.0114356531316128,0.0279464221610167,0.0423954687592644,0.00446241167544142,0.00244438252622673,0.000678246006706727,0.000322580549665101,1.74898448110512e-05,3.63816542247928e-06,0.0520893790507151,0.0295189480334211,0.0145440783063301,0.00808212072031445,0.0412611317445573,9.51973941794894e-08,7.39920525883973e-07,1.019590870811e-05,2.03925604748996e-05,0.000980960820168909,0.00290034501011857,0.00374426564287106,0.0113710154986355,0.0273138815810065,0.0793238017748892,0.0580359665786933,0.0755906148478934,0.0872833180350089
"9",1999,1,1,0,0,NA,0.062564557811288,3.32176265117295e-05,1.41486358586794e-05,5.83476153249636e-05,0.000134096821625531,0.000603739296504771,0.00441466127624368,0.00592163970537016,0.0315064428207597,0.0565187883596091,0.0584834196886193,0.071680208293529,0.0743211655693679,0.0613041008737729,0.0374725740260948,0.0200752620899822,0.00885070470194179,0.00386703367394749,0.00141558357123676,0.000511923675868195,0.000151274964552403,5.53201113819468e-05,9.17285940980294e-06,3.26159311992992e-05,0.046993201198932,0.0303555694892366,0.0156577045816158,0.00817886489698883,0.00366279907199385,0.00195086246729137,0.000840698630078427,0.000242490674437754,4.29836832792067e-05,2.74780264169705e-05,0.0520962255425415,0.0554665021552542,0.0622559358840897,0.0658369316424347,1.10627534267257e-05,1.32762116578124e-05,2.27417244248322e-06,3.34835467644775e-05,0.000833561697420298,0.00447663049368885,0.0048823310304029,0.03025947881227,0.0520674249193221,0.0638122284180133
"10",2000,1,1,0,0,NA,0.0754734653992589,0.0623182372223297,0.0418128245961684,0.107189776328314,0.013869488183306,0.00709413868278027,0.00296552128965187,0.00154470664568492,0.000403270656558366,0.000159301378202446,9.7504611819726e-05,7.06425872479817e-06,2.61870436483845e-05,0.0255072372512295,8.59103166114137e-06,1.33891356930789e-05,0.000125231698184357,3.33069082473057e-05,0.000466983315186307,0.00272962417805747,0.00486477252467745,0.0216576454410663,0.0522695960116708,0.0793621362078784,0.030481972958606,0.020321026695999,0.0116911497986101,1.76950980879282e-05,2.11876524668674e-05,0.000125860350284496,1.028371610118e-06,0.000716933550053017,0.00185712108075503,0.00399616703216579,0.0155677231172827,0.0399525331389791,0.0992481334701095,0.0915276717351834,0.070701354059662,0.056627961282411,0.0435247591040293,0.00338316527011957,0.00159550360874766,0.000473401474046268,0.00790053588137136,1.80189709844574e-05,3.76246309151691e-05,0.000211471667520526
